YEAR,ADDR_PCT_CD,CONDUCT,DRUGS,MISC,PROPERTY,TRAFFIC,VIOLENT
2004,45,2,0,0,16,0,3
2004,46,6,0,0,28,0,17
2004,47,5,1,0,14,0,8
2004,48,3,1,0,23,0,16
2004,49,5,0,0,25,0,5
2004,50,3,0,0,13,0,2
2004,52,3,0,0,28,0,5
2004,60,2,1,0,20,0,3
2004,61,1,0,0,26,0,5
2004,62,5,0,0,18,0,6
2004,63,4,0,0,25,0,5
2004,66,5,0,0,17,0,8
2004,67,3,0,1,29,0,14
2004,68,3,0,1,13,0,3
2004,69,3,0,0,16,0,3
2004,70,7,1,0,34,1,15
2004,71,4,0,0,17,0,3
2004,72,2,0,0,21,0,5
2004,73,4,1,0,24,0,16
2004,75,5,0,0,45,0,24
2004,76,2,0,0,4,0,3
2004,77,1,0,0,25,0,9
2004,78,1,0,0,9,0,2
2004,79,0,0,0,11,0,8
2004,81,2,1,0,20,0,1
2004,83,5,1,1,18,0,19
2004,84,2,0,0,12,0,3
2004,88,0,0,0,10,0,2
2004,90,1,1,0,25,0,4
2004,94,1,0,0,7,0,3
2004,100,1,0,0,8,0,6
2004,101,2,0,0,6,0,7
2004,102,2,0,1,17,0,7
2004,103,2,0,1,20,0,7
2004,104,3,0,0,20,0,9
2004,105,7,0,0,19,0,8
2004,106,5,0,0,17,0,9
2004,107,2,0,0,13,0,5
2004,108,6,0,0,16,0,9
2004,109,2,0,1,19,0,8
2004,110,1,0,0,27,0,12
2004,111,2,0,2,13,0,2
2004,112,2,0,0,9,0,2
2004,113,1,0,0,23,0,8
2004,114,4,0,0,17,0,8
2004,115,2,0,0,41,0,13
2004,120,8,0,0,42,0,19
2004,121,1,0,0,0,0,6
2004,122,7,0,0,30,0,1
2004,123,3,0,0,6,0,2
2005,1,42,0,1,95,0,11
2005,5,22,0,5,40,0,5
2005,6,25,2,0,70,0,3
2005,7,19,0,0,34,0,11
2005,9,18,2,1,69,0,20
2005,10,25,0,2,74,0,13
2005,13,39,1,1,99,0,13
2005,14,26,2,2,164,1,11
2005,17,37,1,4,78,1,6
2005,18,42,0,1,155,2,13
2005,19,51,0,3,208,0,17
2005,20,30,0,0,75,0,12
2005,22,1,0,0,2,0,1
2005,23,27,2,4,44,0,30
2005,24,32,1,1,63,0,15
2005,25,24,0,3,50,0,18
2005,26,21,0,1,42,0,6
2005,28,20,1,2,27,0,8
2005,30,14,2,2,39,0,19
2005,32,40,1,3,51,2,28
2005,33,24,1,3,41,0,29
2005,34,27,1,4,60,0,19
2005,40,49,3,1,71,1,30
2005,41,20,1,11,63,0,36
2005,42,21,1,0,56,0,30
2005,43,54,3,4,141,0,40
2005,44,74,3,3,83,1,29
2005,45,43,0,5,75,0,5
2005,46,27,2,3,96,0,38
2005,47,41,2,5,90,0,29
2005,48,30,4,8,66,0,29
2005,49,49,0,3,102,0,18
2005,50,34,0,0,83,0,17
2005,52,74,2,2,110,1,30
2005,60,34,2,1,79,0,20
2005,61,49,0,6,113,3,21
2005,62,64,0,6,105,0,25
2005,63,35,0,8,113,0,19
2005,66,27,1,2,71,0,22
2005,67,49,1,11,160,1,39
2005,68,37,1,1,60,0,13
2005,69,24,0,0,59,0,11
2005,70,39,4,2,137,0,34
2005,71,33,2,1,102,0,21
2005,72,32,0,6,67,0,19
2005,73,33,0,2,73,0,49
2005,75,53,4,4,157,0,60
2005,76,13,1,1,37,0,9
2005,77,20,1,2,72,0,27
2005,78,10,2,3,60,0,5
2005,79,33,1,3,67,0,32
2005,81,24,0,2,65,0,20
2005,83,38,3,4,63,0,40
2005,84,18,1,3,72,0,4
2005,88,25,2,1,63,0,12
2005,90,23,1,2,106,0,13
2005,94,17,1,0,47,0,3
2005,100,9,0,2,25,0,13
2005,101,18,0,1,47,0,20
2005,102,24,0,1,90,0,30
2005,103,38,1,6,62,0,23
2005,104,40,0,2,88,0,21
2005,105,81,1,1,118,0,34
2005,106,45,3,2,66,0,19
2005,107,21,0,2,70,0,12
2005,108,36,0,1,95,0,16
2005,109,43,2,2,117,1,18
2005,110,33,2,4,95,0,20
2005,111,23,0,3,56,0,3
2005,112,30,0,1,53,0,4
2005,113,27,2,5,126,1,37
2005,114,45,2,5,128,0,26
2005,115,49,1,9,120,0,30
2005,120,54,2,3,136,0,52
2005,121,0,0,0,0,0,8
2005,122,77,0,5,136,0,12
2005,123,30,0,3,44,0,4
2006,1,1320,67,115,4082,51,592
2006,5,956,88,180,2255,32,608
2006,6,1042,517,80,3189,41,696
2006,7,1159,354,113,1326,29,807
2006,9,1585,410,187,3004,56,1085
2006,10,1123,419,94,2326,40,926
2006,13,1729,141,162,4502,65,1140
2006,14,1622,576,306,8863,83,1545
2006,17,871,112,99,2114,60,468
2006,18,1513,316,132,4711,84,1035
2006,19,1895,188,159,4995,78,887
2006,20,1031,200,73,2282,42,622
2006,22,49,78,7,132,2,57
2006,23,2575,673,317,1321,102,1613
2006,24,1802,394,141,2252,21,907
2006,25,2026,549,175,1409,57,1358
2006,26,1118,374,127,1366,122,755
2006,28,1573,744,271,1487,87,1241
2006,30,1459,715,142,1151,416,1221
2006,32,2199,982,296,1536,44,2041
2006,33,1592,721,187,1382,83,1218
2006,34,1800,247,117,1658,47,1381
2006,40,3821,1887,475,2710,427,2831
2006,41,2001,306,591,1587,57,1405
2006,42,2782,1189,227,2078,74,2120
2006,43,4077,2510,491,3344,121,3347
2006,44,3700,2255,384,3167,176,3259
2006,45,2585,317,151,2415,196,1097
2006,46,3697,1828,279,2671,79,3219
2006,47,2930,1098,269,2161,71,2058
2006,48,2412,553,173,2134,95,2045
2006,49,2626,198,156,2516,83,1237
2006,50,1742,202,76,1655,44,828
2006,52,3272,1003,313,2926,93,2281
2006,60,2202,575,191,2105,54,1718
2006,61,2630,320,264,2941,67,1241
2006,62,2626,177,194,2915,77,1321
2006,63,2166,191,150,2572,33,978
2006,66,1749,157,134,2140,54,1088
2006,67,2958,673,396,2896,61,2796
2006,68,1973,195,149,2153,62,817
2006,69,1859,376,203,1648,56,1279
2006,70,2585,649,275,3253,66,2444
2006,71,2139,701,228,2163,77,2000
2006,72,1899,571,158,1962,49,1320
2006,73,2777,1233,390,2235,71,2960
2006,75,3977,1984,672,3896,156,4240
2006,76,998,401,90,1087,89,584
2006,77,2044,1396,265,1961,69,1748
2006,78,842,166,75,1696,33,615
2006,79,2704,617,420,2117,45,2403
2006,81,1862,514,227,1524,55,1778
2006,83,2183,283,303,2128,91,2416
2006,84,1335,221,195,2308,37,925
2006,88,1285,474,140,2113,33,850
2006,90,1791,472,222,2587,75,1422
2006,94,966,235,76,1268,31,563
2006,100,1073,121,121,629,11,525
2006,101,1852,202,174,829,19,1062
2006,102,2080,314,242,2373,74,1520
2006,103,2410,440,296,2521,76,2088
2006,104,2743,300,215,2909,81,1358
2006,105,2804,189,296,2706,90,1844
2006,106,2534,259,169,2146,67,1418
2006,107,2213,161,140,2674,74,1161
2006,108,1687,312,99,2454,78,998
2006,109,2476,227,223,3857,72,1448
2006,110,1813,140,98,3246,74,1697
2006,111,1331,161,115,1800,44,535
2006,112,1126,134,85,2117,47,615
2006,113,2592,179,260,3056,83,1938
2006,114,3001,268,230,3848,76,2115
2006,115,2216,512,263,2816,120,2066
2006,120,5477,869,489,3031,48,2584
2006,121,0,0,0,3,0,3
2006,122,4908,688,302,3243,68,1143
2006,123,2119,212,87,1194,19,394
2007,1,1464,270,162,4088,64,657
2007,5,996,126,229,2302,39,695
2007,6,1054,675,147,3251,31,737
2007,7,1275,558,207,1270,25,1029
2007,9,1562,425,213,2943,25,1143
2007,10,1071,381,122,2015,35,931
2007,13,1756,226,184,4541,75,1267
2007,14,1572,535,414,8668,69,1587
2007,17,815,184,111,1937,55,509
2007,18,1711,340,191,4578,65,962
2007,19,1653,339,178,4638,75,863
2007,20,1037,218,94,2224,39,600
2007,22,50,111,16,135,5,68
2007,23,2693,911,412,1313,69,1621
2007,24,1942,543,194,2165,29,870
2007,25,2171,809,285,1793,66,1485
2007,26,1209,295,168,1206,113,741
2007,28,1601,810,297,1393,82,1100
2007,30,1292,1023,216,932,502,1316
2007,32,2432,1120,493,1353,48,1906
2007,33,1561,742,280,1341,84,1173
2007,34,1740,485,213,1711,68,1429
2007,40,3955,1828,565,2772,166,2700
2007,41,2216,464,889,1776,59,1569
2007,42,2737,1013,293,2150,111,2205
2007,43,4093,3742,526,3442,121,3406
2007,44,3283,2851,473,2795,142,2958
2007,45,2504,377,211,2268,162,1096
2007,46,3920,2479,410,2490,83,3416
2007,47,2879,1600,374,2073,79,2018
2007,48,2725,1138,411,2244,92,2519
2007,49,2883,258,218,2393,76,1304
2007,50,1979,309,117,1755,55,809
2007,52,3296,1143,396,3041,103,2434
2007,60,2051,575,252,2141,60,1535
2007,61,2514,381,299,2849,67,1352
2007,62,2500,248,234,2496,69,1291
2007,63,1963,210,203,2438,36,972
2007,66,1690,170,152,2046,55,995
2007,67,2396,816,413,2805,87,2540
2007,68,2024,219,181,2041,64,771
2007,69,1690,445,207,1405,26,1194
2007,70,2428,563,356,2927,64,2340
2007,71,2232,566,250,2225,54,1974
2007,72,1572,540,183,1776,56,1412
2007,73,2637,1670,602,1971,77,3042
2007,75,4060,2296,846,3889,150,4353
2007,76,1003,426,105,948,33,562
2007,77,2173,1610,349,2025,54,2002
2007,78,946,150,94,1526,24,598
2007,79,2427,955,458,2413,69,2447
2007,81,2008,516,297,1658,40,1771
2007,83,2162,377,380,1886,67,2178
2007,84,1381,309,242,2421,65,922
2007,88,1335,453,177,2126,42,843
2007,90,1785,436,184,2301,63,1406
2007,94,957,203,92,1223,32,575
2007,100,1026,149,157,555,9,556
2007,101,1930,215,181,840,10,1057
2007,102,2434,264,245,2235,67,1578
2007,103,2162,473,395,2499,70,1945
2007,104,2695,205,250,2590,87,1325
2007,105,2820,162,316,2535,110,1746
2007,106,2762,271,295,2187,55,1413
2007,107,2289,113,168,2338,61,1042
2007,108,1851,262,199,2286,63,1011
2007,109,2744,232,218,3881,77,1342
2007,110,1820,172,196,3191,53,1685
2007,111,1477,121,87,1696,42,455
2007,112,1275,129,85,2054,53,517
2007,113,2587,198,447,3164,119,2214
2007,114,3034,387,416,4008,51,1994
2007,115,2299,747,296,2901,160,1949
2007,120,4935,1131,624,2855,59,2339
2007,121,0,0,0,3,0,4
2007,122,4893,564,376,3080,58,1243
2007,123,1980,214,116,1047,37,415
2008,1,1428,212,175,4052,44,610
2008,5,966,116,226,2478,45,715
2008,6,1030,500,128,3208,23,625
2008,7,1437,486,210,1429,35,851
2008,9,1695,485,206,3244,36,1082
2008,10,1125,483,161,2073,48,966
2008,13,1686,191,183,4499,62,1201
2008,14,1434,308,398,8279,74,1544
2008,17,778,134,89,2031,50,517
2008,18,1610,260,199,4665,71,1059
2008,19,1338,367,174,4213,90,769
2008,20,1059,178,108,2257,47,600
2008,22,70,133,16,156,2,62
2008,23,2588,962,439,1279,42,1689
2008,24,1908,422,199,2232,30,883
2008,25,1931,730,313,1877,65,1597
2008,26,1073,310,182,1232,40,730
2008,28,1481,738,330,1548,45,1165
2008,30,1441,903,237,1051,268,1140
2008,32,2266,1275,620,1383,57,2135
2008,33,1563,567,259,1389,47,1182
2008,34,1642,437,207,1813,56,1338
2008,40,3786,1845,561,2839,131,2681
2008,41,2092,820,849,1511,44,1641
2008,42,2350,1049,342,1808,81,2128
2008,43,4012,3202,530,3553,97,3264
2008,44,3569,2488,597,2859,114,3052
2008,45,2192,408,234,2668,200,1082
2008,46,3521,2733,467,2540,78,3168
2008,47,2535,1754,417,1963,89,2485
2008,48,2369,1052,395,1952,76,2316
2008,49,2492,221,247,2325,68,1343
2008,50,1942,267,121,1825,45,808
2008,52,3184,1378,446,2970,286,2506
2008,60,2125,503,338,2120,47,1612
2008,61,2384,439,270,2970,76,1252
2008,62,2459,233,212,2414,48,1227
2008,63,1975,237,219,2491,43,993
2008,66,1776,136,141,2170,56,986
2008,67,2516,942,397,2618,83,2618
2008,68,2077,227,174,2042,69,831
2008,69,1676,374,191,1554,34,1244
2008,70,2348,398,340,3071,64,2265
2008,71,2308,303,329,1995,63,2019
2008,72,1787,311,223,1940,77,1378
2008,73,2693,1845,638,2058,100,3083
2008,75,3955,2402,927,3902,112,4291
2008,76,914,287,123,978,37,553
2008,77,2008,1523,369,1928,71,1782
2008,78,925,114,97,1661,17,510
2008,79,2551,729,577,2426,55,2393
2008,81,1896,945,343,1530,56,1683
2008,83,2093,454,397,1989,58,2138
2008,84,1329,296,269,2369,38,897
2008,88,1236,311,175,2179,40,836
2008,90,1840,608,235,2573,74,1428
2008,94,955,152,102,1405,26,526
2008,100,1008,120,177,647,12,585
2008,101,1840,159,199,765,16,1078
2008,102,2457,210,323,2298,61,1630
2008,103,2399,397,375,2601,97,2113
2008,104,2741,210,272,2698,74,1335
2008,105,2714,114,323,2487,92,1764
2008,106,2269,133,295,2010,69,1349
2008,107,2129,133,188,2326,61,1083
2008,108,1815,240,204,2308,72,1006
2008,109,2593,316,224,3614,64,1372
2008,110,1650,191,194,3187,68,1653
2008,111,1233,112,91,1552,41,463
2008,112,1033,129,83,1809,56,509
2008,113,2860,226,513,3119,140,2227
2008,114,2739,372,339,3609,70,1748
2008,115,2100,694,292,2955,167,1953
2008,120,4984,1042,689,2969,64,2469
2008,121,0,0,0,1,0,3
2008,122,4859,687,356,3351,63,1189
2008,123,1991,238,151,1183,20,423
2009,1,1277,93,146,3974,52,585
2009,5,954,124,206,2403,29,734
2009,6,905,582,87,3124,29,644
2009,7,1232,530,214,1212,34,902
2009,9,1647,375,241,3176,47,1105
2009,10,1003,350,134,1852,44,763
2009,13,1478,189,203,4508,62,1106
2009,14,1397,329,420,8311,74,1444
2009,17,737,92,84,1751,45,456
2009,18,1493,479,242,4544,57,850
2009,19,1363,179,128,3612,68,693
2009,20,1035,181,113,2183,40,587
2009,22,52,102,24,106,5,58
2009,23,2677,937,485,1240,44,1577
2009,24,1792,442,225,1812,27,839
2009,25,2011,854,335,1880,59,1433
2009,26,1149,337,159,1156,28,691
2009,28,1604,932,384,1714,35,1222
2009,30,1266,1349,383,858,372,1206
2009,32,2445,1249,620,1421,50,2013
2009,33,1333,596,253,1193,71,1191
2009,34,1604,508,226,1734,49,1338
2009,40,3981,1926,640,2415,244,2728
2009,41,1973,717,866,1500,63,1611
2009,42,2252,1444,384,1519,93,2059
2009,43,4233,2745,595,3339,133,3247
2009,44,3714,2243,584,2697,118,3170
2009,45,2296,383,229,2579,108,1078
2009,46,3453,2682,472,2200,72,3198
2009,47,2556,1608,434,1842,102,2569
2009,48,2405,883,427,1919,99,2463
2009,49,2448,268,249,2219,350,1259
2009,50,1757,460,181,1802,42,862
2009,52,2819,1465,472,2773,432,2333
2009,60,1840,481,364,1925,50,1357
2009,61,2162,420,274,2683,81,1125
2009,62,2107,276,212,2366,59,1130
2009,63,1773,145,185,2265,48,1045
2009,66,1755,102,146,2055,68,987
2009,67,2411,992,493,2423,104,2697
2009,68,1861,393,174,1955,52,821
2009,69,1604,449,226,1439,56,1178
2009,70,2057,336,364,3087,83,2028
2009,71,2153,286,372,2139,73,1980
2009,72,1653,323,196,1676,56,1296
2009,73,2946,2024,769,2038,119,3292
2009,75,4300,2966,1109,3732,133,4516
2009,76,858,269,134,932,27,550
2009,77,2046,1471,441,1688,78,1647
2009,78,751,77,74,1464,30,470
2009,79,2123,842,566,2003,82,2281
2009,81,2014,961,386,1564,44,1647
2009,83,2037,361,381,1833,63,1948
2009,84,1262,273,288,2196,48,857
2009,88,1052,247,178,1866,41,789
2009,90,1752,500,258,2362,53,1264
2009,94,892,138,106,1329,17,538
2009,100,1085,142,205,580,15,612
2009,101,1500,148,238,816,23,1040
2009,102,2388,211,292,2064,54,1532
2009,103,2227,372,438,2290,78,2088
2009,104,2669,181,345,2623,84,1422
2009,105,2538,129,345,2446,122,1747
2009,106,2170,131,268,1895,64,1249
2009,107,2027,169,183,2154,44,1039
2009,108,1861,227,154,1988,75,952
2009,109,2738,285,264,3547,112,1378
2009,110,1550,152,185,2833,80,1497
2009,111,1228,109,100,1552,36,438
2009,112,1011,123,82,1476,51,478
2009,113,2439,227,492,2816,377,2300
2009,114,2707,378,375,3046,67,1848
2009,115,2066,682,332,2741,105,2121
2009,120,4483,1045,727,2850,61,2445
2009,121,0,0,0,4,0,1
2009,122,4015,423,315,3026,53,1072
2009,123,1716,182,156,1024,19,432
2010,1,1217,100,122,3739,36,565
2010,5,1116,116,172,2752,37,666
2010,6,1021,503,119,3029,26,621
2010,7,1210,472,204,1301,24,849
2010,9,1555,475,199,2997,35,1078
2010,10,1007,316,140,1836,42,731
2010,13,1477,204,185,4087,58,1011
2010,14,1293,395,383,8200,61,1547
2010,17,740,80,76,1688,62,441
2010,18,1489,569,217,4470,74,1001
2010,19,1350,114,136,3684,65,741
2010,20,1112,137,129,2179,27,588
2010,22,43,122,20,186,4,79
2010,23,2244,958,529,1274,44,1652
2010,24,1705,326,220,1929,27,777
2010,25,1767,1255,394,1749,53,1501
2010,26,1030,296,151,1123,30,770
2010,28,1373,827,322,1663,32,1195
2010,30,1261,935,285,828,302,1260
2010,32,2254,1033,485,1399,73,2031
2010,33,1315,451,220,1218,53,1185
2010,34,1525,370,190,1555,46,1399
2010,40,3957,1465,589,2403,133,2840
2010,41,2062,591,800,1426,51,1744
2010,42,2209,1160,386,1461,81,2151
2010,43,4033,2751,612,3190,108,3558
2010,44,3496,2689,770,2743,111,3542
2010,45,2170,378,253,2611,81,1105
2010,46,3218,2148,441,1910,71,3164
2010,47,2457,1473,386,2105,70,2666
2010,48,2322,822,494,1926,102,2549
2010,49,2487,256,267,2199,396,1555
2010,50,1543,265,147,1675,37,929
2010,52,2603,1918,461,2752,789,2660
2010,60,1987,727,351,2177,56,1400
2010,61,1896,421,260,2287,63,1059
2010,62,1937,236,230,2104,66,999
2010,63,1658,247,213,2119,65,963
2010,66,1648,105,166,1963,66,968
2010,67,2597,778,499,2437,108,2490
2010,68,1741,294,157,2109,65,780
2010,69,1639,401,207,1328,66,1178
2010,70,1996,499,312,2827,80,2102
2010,71,2237,651,360,2131,75,1999
2010,72,1623,382,226,1748,55,1407
2010,73,2802,2083,678,2185,115,3252
2010,75,4067,2971,994,3643,192,4765
2010,76,948,235,127,939,26,623
2010,77,2147,1307,419,1793,71,1926
2010,78,768,74,80,1669,47,455
2010,79,2530,630,554,2273,78,2365
2010,81,2071,914,445,1709,53,1956
2010,83,1832,281,403,1880,90,2123
2010,84,1401,278,281,2414,52,862
2010,88,1165,312,210,2094,42,816
2010,90,1785,482,216,2570,62,1395
2010,94,879,136,108,1424,34,544
2010,100,924,129,176,615,14,651
2010,101,1459,131,226,768,32,1053
2010,102,2169,165,340,2031,64,1572
2010,103,2209,357,487,2321,75,2253
2010,104,3137,269,321,2590,93,1520
2010,105,2360,115,354,2343,92,1696
2010,106,1974,110,296,1917,87,1247
2010,107,1945,112,166,2109,55,1051
2010,108,2004,262,170,2072,83,1071
2010,109,2427,257,238,3293,71,1456
2010,110,1465,154,197,3073,81,1670
2010,111,1093,123,94,1394,28,428
2010,112,995,65,92,1793,52,474
2010,113,2290,171,562,2969,636,2299
2010,114,2697,412,373,3161,74,1924
2010,115,2266,619,399,2753,77,2204
2010,120,4535,1167,729,2911,54,2623
2010,121,0,0,0,5,0,1
2010,122,3723,445,310,2869,66,1100
2010,123,1655,168,151,1056,24,384
2011,1,1127,181,228,3716,50,591
2011,5,1089,92,174,2376,41,687
2011,6,921,566,136,2851,42,708
2011,7,1164,518,190,1096,28,838
2011,9,1503,541,197,2877,32,967
2011,10,961,377,111,2010,46,643
2011,13,1380,191,203,4111,42,1074
2011,14,1216,435,311,7793,70,1326
2011,17,621,94,62,1681,69,465
2011,18,1338,620,210,4239,76,934
2011,19,1305,189,150,3600,81,748
2011,20,995,133,118,1954,24,531
2011,22,49,88,16,230,0,78
2011,23,2128,1019,453,1188,35,1499
2011,24,1447,293,184,1653,31,820
2011,25,1614,1020,327,1602,54,1470
2011,26,929,396,161,967,28,722
2011,28,1077,674,273,1615,31,1172
2011,30,1192,1010,250,822,136,1252
2011,32,2202,935,462,1372,63,1878
2011,33,1181,318,171,1128,43,1114
2011,34,1457,398,184,1695,47,1374
2011,40,3335,1602,509,2443,91,2742
2011,41,1816,537,1141,1474,47,1687
2011,42,2228,1393,317,1525,53,2194
2011,43,3853,2640,664,3291,120,3696
2011,44,3184,2623,731,3189,100,3530
2011,45,2019,416,235,2353,69,1037
2011,46,2728,1756,546,2072,83,3060
2011,47,2298,1181,385,2062,76,2612
2011,48,1997,749,388,1919,64,2219
2011,49,2325,273,225,2249,345,1513
2011,50,1418,315,168,1707,51,881
2011,52,2798,1647,463,3286,199,2785
2011,60,1966,630,341,1891,48,1474
2011,61,1645,404,218,2306,59,1036
2011,62,1891,278,227,2168,73,1044
2011,63,1516,277,195,2373,51,986
2011,66,1573,114,145,2000,94,936
2011,67,2559,695,474,2404,95,2878
2011,68,1649,359,163,1809,67,746
2011,69,1666,339,225,1399,49,1265
2011,70,1882,513,368,2993,89,1953
2011,71,2100,988,369,2034,65,1849
2011,72,1614,392,217,1625,69,1333
2011,73,2892,1949,760,2424,101,3351
2011,75,4205,2685,1137,4006,149,4669
2011,76,865,198,127,1022,16,599
2011,77,2190,1268,407,2040,95,2022
2011,78,753,89,75,1612,28,508
2011,79,2238,527,486,2316,84,2438
2011,81,1721,704,455,1763,60,1807
2011,83,1732,341,440,2060,57,2081
2011,84,1309,210,277,2384,50,914
2011,88,1185,458,150,2130,46,927
2011,90,1741,528,299,2528,53,1527
2011,94,973,79,113,1467,25,553
2011,100,838,114,184,714,17,602
2011,101,1323,122,300,768,20,1084
2011,102,2047,172,316,2120,74,1489
2011,103,2197,247,454,2468,94,2266
2011,104,4086,300,317,2551,86,1571
2011,105,2293,100,364,2487,97,1727
2011,106,1831,104,274,2013,63,1323
2011,107,1704,102,183,1921,71,960
2011,108,1723,286,176,2045,80,949
2011,109,2257,233,258,3333,87,1524
2011,110,1443,164,191,2863,70,1673
2011,111,1035,139,128,1295,47,426
2011,112,914,57,87,1980,50,441
2011,113,2077,203,455,3062,755,2368
2011,114,2648,384,427,3104,79,1940
2011,115,2000,629,341,2658,93,2335
2011,120,4044,1145,695,2967,67,2575
2011,121,2,0,0,12,0,7
2011,122,3516,545,357,2660,67,1077
2011,123,1626,184,124,1025,18,416
2012,1,1316,104,209,3929,36,625
2012,5,1114,128,214,2356,41,712
2012,6,897,496,150,3081,47,810
2012,7,1211,455,256,1265,25,917
2012,9,1626,538,234,2792,44,1024
2012,10,1017,336,121,2100,39,632
2012,13,1365,203,207,4144,63,1053
2012,14,1350,679,352,7302,71,1428
2012,17,652,119,99,1794,49,521
2012,18,1484,437,215,4562,90,1014
2012,19,1242,256,148,3897,69,761
2012,20,1025,137,134,2223,36,509
2012,22,66,84,25,206,8,76
2012,23,2101,819,438,1268,34,1559
2012,24,1531,268,188,1964,28,826
2012,25,1675,1078,380,1853,60,1558
2012,26,1025,458,173,1085,21,740
2012,28,1217,671,320,1645,24,1176
2012,30,1320,950,212,1052,179,1252
2012,32,2081,794,476,1419,52,1747
2012,33,1253,263,177,1317,42,987
2012,34,1469,326,229,1762,55,1348
2012,40,3251,1891,550,2765,74,3177
2012,41,1907,652,864,1490,51,2056
2012,42,2269,1133,343,1596,55,2159
2012,43,3506,2024,592,3312,99,3623
2012,44,3025,2017,578,3427,72,3606
2012,45,1910,370,214,2113,64,1101
2012,46,2592,1651,473,1988,87,2884
2012,47,2545,1006,375,2359,93,2718
2012,48,1950,899,401,2087,77,2398
2012,49,1941,341,219,2103,361,1578
2012,50,1291,233,124,1741,47,910
2012,52,2601,1370,422,3429,126,2679
2012,60,1802,475,333,2146,43,1462
